Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
6,57,No,7,0,32.48
4,53,No,5,0,22.03
4,97,No,8,4,80.12
5,40,No,6,4,17.26
3,81,No,7,0,55.12
1,59,No,8,4,25.47
1,49,Yes,8,6,20.51
7,49,No,4,4,28.05
1,98,Yes,5,8,70.19
1,63,Yes,8,3,29.26
3,73,Yes,6,8,49.18
4,67,Yes,7,7,43.34
4,66,No,4,0,38.94
2,79,Yes,6,3,46.97
1,40,Yes,7,6,3.25
3,72,Yes,5,0,36.64
4,43,No,6,7,16.87
3,46,Yes,7,1,15.69
8,48,Yes,4,7,36.62
1,55,No,7,3,19.51
2,44,No,8,7,12.95
7,73,No,4,0,53.93
4,99,No,6,4,76.69
8,62,No,9,8,58.76
3,82,No,5,6,54.52
6,89,No,4,2,69.14
9,64,No,4,3,53.3
1,96,No,4,9,65.72
1,90,Yes,7,6,61.51
8,52,No,8,5,36.91
3,63,Yes,9,3,36.94
5,50,Yes,5,2,24.73
1,91,No,5,1,55.62
5,90,No,8,9,75.42
6,56,No,7,8,39.17
8,76,No,7,2,63.41
3,52,Yes,8,6,27.86
3,66,Yes,8,0,41.19
9,59,No,6,7,45.84
4,72,Yes,7,0,45.97
4,81,No,4,1,52.23
7,71,Yes,5,0,52.93
2,47,Yes,7,3,15.7
8,95,No,8,1,90.29
6,68,No,4,0,45.47
3,79,Yes,6,0,50.85
9,58,No,9,1,45.84
5,45,Yes,6,5,20.79
8,83,No,4,1,67.49
7,99,No,4,1,82.7
8,78,No,8,7,69.65
7,87,No,9,4,78.95
3,80,No,8,7,56.55
2,60,No,5,7,31.73
7,96,No,9,1,84.23
3,61,Yes,9,6,38.74
3,81,No,5,8,53.41
2,49,Yes,6,7,20.19
4,49,No,4,8,25.31
8,91,Yes,6,7,84.33
1,68,No,8,3,37.24
1,55,No,7,9,24.13
5,40,Yes,8,6,21.09
5,56,No,7,8,37.61
1,69,No,4,8,38.09
6,65,No,4,3,45.75
1,92,No,9,6,63.69
5,85,No,4,5,68.92
9,58,Yes,5,2,49.37
5,92,No,5,9,76.56
6,60,Yes,7,5,43.49
8,56,Yes,6,7,46.93
1,85,Yes,9,1,55.04
2,79,Yes,6,2,52.45
9,60,Yes,7,7,55.92
3,92,Yes,5,3,66.22
6,80,Yes,8,3,62.49
5,79,Yes,9,1,61.28
2,84,No,7,9,60.18
7,88,Yes,6,0,70.83
4,58,No,7,6,36.73
1,99,Yes,7,3,72.47
4,46,Yes,4,5,19.86
6,56,No,5,7,42.0
7,40,Yes,9,6,27.6
7,76,No,4,6,59.99
7,96,Yes,5,5,85.89
3,45,No,7,3,11.31
6,65,No,5,3,46.36
8,41,Yes,6,8,27.8
4,98,Yes,9,4,79.61
8,71,Yes,4,8,63.61
2,96,Yes,9,8,72.39
9,87,No,7,3,83.99
9,93,No,6,1,82.91
8,44,No,5,1,22.47
1,76,No,5,8,45.75
2,70,No,6,8,45.81
6,51,No,5,2,29.33
5,74,No,4,4,51.32
9,69,Yes,8,4,58.6
5,87,Yes,5,1,64.6
2,45,Yes,7,1,8.65
4,54,Yes,5,9,32.67
9,54,Yes,9,0,43.95
1,55,Yes,7,1,17.0
1,59,Yes,5,6,25.4
7,52,Yes,5,0,35.85
3,83,No,7,0,54.03
2,81,Yes,4,8,53.49
9,85,Yes,8,1,78.09
3,70,Yes,8,3,40.79
2,73,No,4,2,42.77
8,68,Yes,5,3,54.77
6,42,No,8,6,21.41
6,48,No,4,9,31.85
7,50,Yes,4,1,29.62
7,50,No,8,1,30.32
6,64,Yes,7,8,49.9
4,61,Yes,6,5,39.77
9,81,Yes,7,6,75.51
6,97,No,5,4,79.56
4,85,Yes,7,4,58.86
3,48,Yes,9,3,16.92
4,59,Yes,6,7,35.67
3,98,No,6,6,72.55
2,60,No,4,9,29.93
5,49,No,9,1,29.64
2,61,No,5,1,29.92
6,68,Yes,4,5,48.59
3,48,Yes,7,0,17.15
6,44,No,7,6,23.26
9,79,Yes,8,7,78.87
1,50,No,4,9,17.45
6,40,Yes,9,7,25.84
9,92,Yes,4,2,82.33
4,81,No,4,6,62.2
2,40,No,4,0,1.8
4,97,Yes,6,2,71.18
1,93,No,8,5,63.59
3,78,Yes,5,8,53.3
9,99,Yes,5,4,95.98
5,85,Yes,5,4,64.48
6,44,Yes,6,8,28.29
3,88,No,8,8,65.39
5,61,Yes,9,5,40.31
8,65,Yes,8,4,54.67
6,92,Yes,6,9,82.04
4,45,No,9,1,14.47
2,71,Yes,4,7,44.71
9,87,No,7,7,85.27
1,50,No,4,6,14.43
1,49,No,5,7,14.83
4,86,No,4,2,55.49
7,78,No,6,2,66.8
1,94,No,5,1,59.86
9,73,No,7,0,65.0
4,70,Yes,9,2,45.46
3,51,Yes,9,2,22.68
1,90,No,5,6,60.96
4,83,No,4,9,62.1
9,55,No,8,8,45.7
6,77,Yes,8,0,58.49
6,42,No,9,7,22.11
1,41,Yes,8,0,1.51
2,91,Yes,5,2,60.27
6,44,No,8,3,24.13
2,50,Yes,6,7,19.14
3,97,No,9,0,68.82
4,64,No,7,1,38.24
5,74,No,8,4,56.14
9,74,Yes,6,5,64.38
4,61,No,6,4,36.23
9,76,Yes,5,2,68.55
3,61,No,9,9,38.53
8,94,No,5,6,83.41
1,50,No,7,0,12.8
9,71,No,7,1,61.15
9,74,No,4,8,68.35
2,70,Yes,7,3,40.31
4,84,No,9,7,60.95
8,92,No,9,8,87.03
7,47,No,5,6,33.09
1,59,Yes,6,0,25.38
5,81,No,4,4,62.52
7,73,No,7,5,60.11
4,43,No,6,7,20.01
1,57,No,5,9,26.74
9,90,Yes,8,7,87.1
5,43,No,4,8,23.81
2,59,Yes,9,8,31.38
8,97,Yes,6,3,88.01
2,48,Yes,5,5,18.32
3,55,Yes,5,2,22.99
1,65,No,4,0,24.35
2,77,No,4,5,45.19
7,64,Yes,7,0,47.96
2,43,Yes,7,8,18.95
6,80,Yes,9,5,68.89
3,98,No,9,0,74.3
4,84,Yes,4,2,63.05
8,80,Yes,4,0,66.85
3,77,Yes,6,1,47.74
6,92,Yes,7,5,78.34
1,58,Yes,5,6,24.42
7,53,No,7,0,32.19
8,60,Yes,7,9,51.83
8,54,No,4,4,36.46
3,42,No,4,5,11.05
1,76,No,7,3,42.98
9,92,No,8,5,87.43
6,89,No,8,4,78.09
9,85,Yes,9,6,82.31
7,55,No,7,3,42.56
1,53,No,8,0,13.11
1,48,Yes,9,1,14.31
6,86,No,9,5,72.82
5,46,Yes,7,9,27.25
9,53,Yes,9,1,39.96
2,45,Yes,4,4,12.51
8,60,Yes,4,3,51.29
5,54,Yes,4,6,33.5
2,91,No,5,3,61.74
6,47,Yes,4,6,28.24
8,73,Yes,4,7,64.9
4,79,No,7,6,61.48
2,40,No,8,1,4.79
5,71,No,8,0,48.87
2,97,No,4,4,68.68
2,88,Yes,4,6,59.75
6,90,No,4,0,70.91
9,44,Yes,9,7,40.66
4,69,No,7,2,42.66
6,61,No,7,6,45.22
7,59,No,7,2,43.27
6,55,No,8,3,36.09
8,46,No,5,7,34.7
4,46,Yes,8,1,19.86
1,89,Yes,7,5,57.57
7,89,Yes,6,9,80.55
3,41,No,5,8,13.34
6,86,Yes,4,9,70.91
2,53,No,9,8,25.75
9,70,No,8,4,62.71
1,89,Yes,9,2,62.85
6,80,Yes,5,5,62.36
6,53,No,6,8,38.7
5,44,No,5,5,21.76
5,50,Yes,8,3,30.27
1,79,No,7,4,45.49
5,44,Yes,4,6,17.36
2,68,Yes,7,9,42.19
7,50,No,7,2,34.13
3,44,No,8,8,17.56
4,88,No,7,0,63.29
3,93,No,7,7,75.47
3,71,Yes,8,4,44.12
4,75,No,8,9,58.39
5,54,Yes,6,8,32.9
1,58,Yes,7,1,24.91
4,61,No,5,0,32.58
8,73,Yes,4,9,66.14
7,95,No,9,6,84.74
9,56,No,4,9,49.07
5,51,Yes,8,8,33.15
4,64,Yes,9,4,38.53
8,95,Yes,8,3,86.0
9,56,No,6,3,46.1
7,49,No,7,7,33.35
7,67,Yes,8,0,51.22
5,96,No,8,0,75.68
4,57,No,4,7,34.21
1,90,Yes,7,1,57.38
7,57,No,6,9,49.99
1,84,Yes,8,5,50.26
1,71,Yes,8,1,35.54
5,53,Yes,8,4,33.54
9,95,No,4,2,87.23
6,55,Yes,8,6,39.81
3,89,Yes,8,8,61.51
3,97,Yes,4,1,69.74
7,57,Yes,8,6,44.19
6,55,No,7,7,39.85
9,56,Yes,7,9,51.76
6,46,No,4,7,27.02
5,51,Yes,7,6,30.57
7,73,No,9,3,56.88
1,49,No,9,3,15.17
7,44,No,9,9,31.73
3,60,No,6,8,33.95
9,42,Yes,8,9,36.01
6,58,Yes,6,8,41.8
9,84,No,7,4,74.54
5,83,No,4,6,65.46
7,74,No,9,6,67.04
4,45,Yes,4,8,21.54
7,53,No,6,6,38.81
1,43,No,7,7,12.95
7,84,Yes,8,6,78.17
8,90,Yes,7,3,80.65
5,57,Yes,9,1,33.23
2,68,Yes,7,2,38.24
5,74,Yes,4,6,54.97
6,91,Yes,5,8,80.63
2,77,No,9,1,47.01
6,55,No,8,6,38.47
6,59,Yes,9,3,39.5
1,63,No,9,6,34.32
1,74,Yes,8,4,41.4
3,83,No,9,6,57.8
3,90,Yes,4,5,59.53
4,58,Yes,7,1,31.52
2,95,No,4,6,66.38
9,43,No,7,4,31.9
7,72,Yes,5,8,59.57
7,41,Yes,9,0,21.83
6,52,Yes,5,0,27.77
3,97,Yes,6,1,69.55
6,84,Yes,7,7,69.03
8,69,Yes,4,8,59.49
8,73,No,4,6,59.82
9,69,No,9,0,62.01
1,90,No,4,6,59.27
1,93,No,6,7,61.03
3,63,No,8,6,38.27
3,87,Yes,4,4,59.32
8,83,Yes,9,6,78.84
1,72,No,5,9,40.78
2,80,Yes,4,1,51.29
2,88,No,4,8,63.85
3,49,No,4,1,24.52
6,57,Yes,9,1,38.14
1,58,Yes,8,4,26.62
2,46,No,4,7,14.55
1,96,No,8,5,67.47
5,58,No,8,8,42.67
7,63,No,6,5,50.17
8,54,Yes,5,4,40.74
1,80,No,4,0,46.73
7,81,Yes,4,7,71.52
5,62,No,4,2,41.3
1,91,No,8,1,61.5
3,91,Yes,7,6,67.98
7,43,Yes,5,1,22.47
1,77,Yes,9,0,42.77
7,43,Yes,4,1,24.66
5,44,Yes,7,5,25.26
1,80,No,7,1,48.47
1,83,No,7,0,45.61
1,62,No,5,0,22.92
9,79,Yes,7,3,73.49
3,92,Yes,9,7,74.33
5,76,Yes,4,5,56.78
9,50,No,9,3,43.8
6,94,Yes,4,5,74.97
9,50,No,6,5,39.89
8,52,No,8,8,45.79
8,53,No,7,3,40.35
1,99,Yes,9,5,69.91
9,47,No,8,9,42.75
6,64,No,8,0,44.15
9,57,No,8,6,48.86
3,90,Yes,8,6,64.73
3,83,No,8,0,57.02
6,83,Yes,4,7,66.04
9,57,Yes,5,4,52.06
7,49,No,7,8,31.84
3,46,No,7,7,19.34
3,99,Yes,4,2,74.73
2,89,No,9,0,57.3
9,83,Yes,4,2,72.56
3,53,Yes,8,1,25.49
5,54,Yes,5,1,27.31
9,55,No,7,3,49.14
8,41,Yes,9,1,26.6
2,69,Yes,6,7,40.62
3,69,No,4,4,44.4
2,57,No,6,0,20.28
8,70,Yes,7,5,64.19
6,83,Yes,4,6,65.54
6,87,Yes,7,0,72.04
9,52,No,4,2,43.39
8,59,Yes,9,8,51.27
4,88,Yes,7,6,68.32
4,89,No,6,3,65.76
9,74,No,5,5,64.63
1,62,Yes,9,5,30.98
2,81,No,9,2,54.14
2,72,Yes,4,1,40.69
6,77,Yes,6,4,61.76
4,74,No,7,7,51.67
3,90,Yes,6,2,61.83
3,75,Yes,9,4,54.52
3,59,No,4,2,25.42
6,94,Yes,6,6,80.56
8,42,No,7,5,30.57
7,47,Yes,8,5,35.73
4,79,No,9,0,54.76
4,98,No,5,1,74.94
2,71,No,5,5,40.17
1,68,No,9,7,42.13
9,46,No,8,4,39.25
2,41,No,4,1,2.42
8,60,Yes,6,4,49.53
9,45,Yes,6,8,37.32
4,67,No,8,5,45.28
8,87,Yes,8,4,77.22
9,81,No,7,9,73.78
5,75,No,7,5,53.6
7,71,Yes,5,8,58.32
4,84,No,4,6,60.92
1,81,Yes,4,9,46.96
3,92,No,8,2,67.58
5,85,No,5,9,65.87
3,48,Yes,5,9,22.31
7,50,No,7,4,31.32
9,62,No,6,3,48.23
6,89,No,4,4,72.2
1,50,Yes,5,7,16.46
7,88,Yes,7,5,77.38
3,41,Yes,7,3,14.8
5,42,Yes,7,4,20.94
4,50,Yes,6,6,30.36
5,89,No,5,7,71.24
5,98,Yes,8,4,80.2
6,74,Yes,8,1,57.18
6,97,No,7,5,87.52
8,54,No,7,8,41.93
8,82,Yes,6,2,74.0
9,50,No,7,6,42.65
8,70,No,9,7,61.41
2,67,No,5,5,40.08
1,67,Yes,7,2,30.44
2,71,No,7,0,40.05
2,64,No,5,2,30.87
3,59,Yes,4,5,33.53
7,67,No,9,3,53.74
2,64,No,9,0,34.31
1,50,Yes,8,5,17.11
6,58,Yes,7,0,36.29
9,67,Yes,5,7,60.45
3,40,No,8,2,9.85
6,98,Yes,6,2,83.15
3,44,Yes,4,0,12.34
1,49,No,7,2,12.67
5,81,No,4,6,63.3
4,85,No,7,9,71.74
7,73,No,7,7,59.94
6,75,No,7,7,62.81
7,41,Yes,4,2,19.98
5,57,Yes,9,4,34.94
4,52,Yes,6,0,27.0
7,90,No,9,8,80.11
7,44,Yes,5,7,28.92
6,59,No,5,9,41.6
8,41,No,9,1,31.23
4,50,Yes,6,9,28.18
5,69,Yes,6,0,43.35
4,71,No,7,3,45.13
1,71,No,7,8,45.98
8,97,Yes,5,7,90.18
1,89,Yes,7,2,57.19
5,77,No,7,9,64.42
6,94,No,6,5,82.4
6,67,No,4,8,49.01
5,49,No,9,9,29.54
3,61,Yes,8,7,35.65
5,94,Yes,8,9,80.31
8,56,No,7,4,45.48
2,61,No,7,8,33.22
6,82,Yes,9,8,70.0
9,58,No,8,2,48.05
8,56,No,6,7,44.09
8,63,No,8,3,54.59
8,75,No,8,9,67.31
7,71,No,8,6,59.16
8,97,No,7,9,93.97
6,95,Yes,7,7,84.73
2,97,No,9,6,71.91
2,85,Yes,8,4,60.46
8,98,Yes,7,0,92.36
1,91,Yes,9,7,68.24
6,75,No,8,4,53.51
6,67,No,6,2,47.4
4,53,No,7,1,24.22
3,97,Yes,4,2,72.09
3,75,Yes,9,8,55.89
1,45,No,7,1,4.97
3,48,No,6,9,24.27
4,60,Yes,6,0,32.64
5,51,Yes,7,1,26.55
3,97,Yes,5,1,71.82
6,69,No,9,4,52.52
5,70,Yes,8,0,50.39
3,79,Yes,8,9,57.35
6,95,Yes,6,7,85.65
6,43,No,7,1,20.81
8,70,No,5,5,53.61
2,66,No,9,4,35.29
1,97,Yes,4,1,63.68
4,96,Yes,8,9,80.92
7,64,Yes,9,0,47.83
3,44,Yes,9,5,15.62
3,45,No,5,5,19.49
5,44,Yes,9,2,24.25
5,90,Yes,8,7,72.5
3,66,No,7,8,40.21
9,47,Yes,8,2,37.13
4,48,Yes,4,8,23.92
3,54,Yes,7,7,22.62
2,75,No,6,4,43.84
9,96,Yes,5,5,92.8
4,80,No,8,0,55.54
3,46,Yes,7,4,15.53
7,71,No,9,9,60.6
8,47,No,7,9,36.89
2,86,No,8,6,65.69
7,90,Yes,6,0,75.27
5,54,Yes,8,9,35.25
5,76,No,6,8,62.75
3,58,No,9,6,34.06
5,78,Yes,8,3,57.19
2,45,No,7,3,12.11
4,98,Yes,4,9,79.81
6,58,Yes,4,6,41.27
1,96,No,9,5,65.06
4,67,No,7,2,39.27
6,56,Yes,4,8,38.76
9,81,Yes,9,5,74.8
2,58,Yes,6,1,27.21
7,70,No,7,9,57.42
6,50,Yes,6,1,33.88
2,54,No,7,0,19.48
8,49,No,6,4,35.68
7,82,Yes,6,9,73.72
5,62,No,4,5,39.93
5,42,No,7,2,19.95
7,42,No,8,3,25.18
9,57,No,4,4,45.16
9,64,Yes,6,3,51.91
9,82,Yes,6,8,79.31
6,59,No,8,2,41.8
6,97,No,8,4,80.47
3,68,No,6,6,41.43
1,61,No,8,6,31.46
7,89,No,5,5,74.82
4,96,Yes,4,8,75.4
1,54,Yes,7,6,21.3
8,78,Yes,8,3,71.18
6,49,Yes,8,9,36.43
6,60,No,5,8,46.6
2,94,No,7,5,65.49
1,91,Yes,5,0,55.62
2,68,Yes,7,8,41.3
4,71,Yes,4,6,47.53
2,49,No,8,5,16.78
1,52,No,4,5,17.62
7,86,No,7,3,69.38
8,62,Yes,8,3,50.95
6,89,Yes,5,2,75.55
4,62,No,6,7,39.66
6,70,No,5,7,52.22
3,43,No,6,1,8.18
8,91,Yes,5,4,82.61
2,88,No,7,8,67.04
5,99,No,4,8,83.63
1,42,Yes,6,6,7.12
6,60,No,7,3,39.44
2,92,No,4,3,59.18
4,41,No,4,9,17.3
6,43,No,8,6,21.55
8,40,Yes,8,2,27.59
8,54,No,8,2,41.88
6,96,Yes,6,4,81.16
4,72,No,6,5,50.49
8,45,Yes,4,7,33.05
8,46,No,6,0,30.55
1,58,No,4,6,25.89
4,83,Yes,7,7,63.2
4,40,No,5,4,9.62
7,78,No,4,9,71.87
7,58,Yes,4,1,39.05
8,84,No,7,3,72.92
5,65,No,8,5,46.48
7,83,No,9,8,73.93
8,51,No,8,1,33.71
9,61,No,8,3,49.48
3,52,Yes,4,9,24.34
3,67,Yes,4,4,39.97
4,53,No,6,7,28.02
5,61,No,6,7,43.55
1,69,Yes,5,1,33.15
7,83,Yes,5,5,70.43
9,59,Yes,9,5,52.55
8,83,Yes,6,4,71.23
5,66,Yes,4,7,49.31
4,77,Yes,7,9,59.28
7,98,No,6,1,83.84
5,81,No,4,1,56.99
7,91,No,6,6,78.95
1,95,No,8,8,65.85
1,80,No,6,2,43.44
3,73,Yes,9,6,47.0
2,78,Yes,8,2,51.19
2,80,Yes,4,5,49.49
7,96,Yes,8,2,81.98
2,83,Yes,6,0,54.69
4,76,Yes,8,5,55.22
2,40,No,9,2,4.29
6,93,No,7,0,76.62
8,54,Yes,8,4,45.7
4,71,No,9,7,52.49
5,47,Yes,8,7,27.93
4,72,No,5,7,51.04
3,57,Yes,7,2,30.87
5,84,Yes,4,7,70.19
9,68,No,9,3,58.27
8,71,Yes,8,7,63.55
8,72,No,7,2,61.19
8,44,No,4,2,27.73
8,57,Yes,7,0,43.54
7,87,Yes,9,7,83.42
8,97,Yes,5,7,90.08
8,49,No,9,8,36.81
8,75,No,9,5,70.48
7,72,Yes,4,1,58.86
1,62,Yes,4,0,25.69
4,79,Yes,8,7,58.78
4,44,Yes,6,9,23.49
5,73,Yes,9,3,54.02
6,63,Yes,4,6,44.92
4,56,Yes,9,9,34.97
2,70,No,9,3,40.7
6,46,No,4,0,23.06
8,56,Yes,5,7,45.71
8,67,Yes,5,9,60.91
7,77,No,9,8,67.24
6,61,Yes,5,9,45.19
2,54,No,9,8,27.57
7,76,No,8,8,66.28
5,54,Yes,4,3,33.58
6,89,No,9,8,77.1
8,89,No,5,3,77.23
8,64,Yes,5,1,49.42
3,92,Yes,7,9,71.15
7,60,No,7,2,42.11
1,94,Yes,5,1,57.54
1,77,No,8,0,40.1
7,41,No,6,5,23.91
9,66,No,9,3,55.28
7,88,No,7,6,78.59
5,71,No,9,6,54.2
8,60,No,7,9,50.27
2,43,Yes,4,0,6.51
9,83,Yes,4,8,78.09
6,58,Yes,5,7,37.38
9,41,Yes,4,9,33.81
2,65,No,4,0,29.08
3,73,No,6,7,46.39
8,53,No,8,4,42.35
1,54,No,5,0,16.17
7,59,No,6,3,44.59
7,73,Yes,5,6,60.03
1,75,Yes,8,4,44.37
9,58,Yes,5,2,48.76
8,48,No,9,3,38.8
4,46,No,9,1,18.31
5,69,Yes,9,7,53.0
2,52,No,4,1,18.01
9,66,No,8,5,60.32
6,83,Yes,6,6,67.62
3,74,No,6,6,48.65
7,52,Yes,7,0,34.97
9,54,Yes,6,7,47.17
3,85,Yes,9,8,68.83
2,95,Yes,9,6,70.42
7,48,No,7,7,32.15
7,84,No,4,3,70.23
4,62,No,6,7,37.44
9,93,Yes,8,2,86.26
8,75,No,7,0,61.89
1,92,Yes,6,7,63.76
1,79,No,4,5,46.27
5,42,No,8,8,21.06
6,73,Yes,8,2,56.62
3,58,No,4,7,35.65
9,67,Yes,6,8,63.69
6,62,Yes,5,8,42.44
4,79,No,6,6,56.65
7,88,No,7,9,80.72
8,84,No,7,2,69.85
9,46,No,6,2,28.44
6,80,Yes,9,1,61.75
6,51,Yes,7,0,27.74
8,53,No,5,1,40.68
5,85,No,9,4,68.17
3,54,No,5,0,21.56
3,42,Yes,8,9,16.65
6,54,No,7,3,35.46
2,90,Yes,9,9,68.21
6,63,No,6,9,49.28
6,91,No,9,0,74.92
8,85,Yes,8,9,82.71
7,47,Yes,5,7,32.36
8,44,No,8,4,32.63
9,90,Yes,4,9,87.75
6,43,Yes,7,3,23.32
3,53,No,6,2,21.89
3,55,Yes,5,8,29.25
1,59,Yes,8,5,26.85
5,63,No,6,0,40.94
4,45,No,7,7,21.75
9,94,Yes,6,9,90.47
9,96,No,7,1,85.38
5,70,Yes,7,8,50.76
4,45,Yes,7,6,19.54
7,74,Yes,8,2,61.04
6,54,No,7,3,33.12
4,68,Yes,6,2,45.68
2,42,Yes,4,5,6.5
1,50,Yes,6,8,19.61
4,42,No,8,9,15.83
4,67,No,7,8,43.83
1,49,No,4,0,7.42
6,89,Yes,8,9,76.42
4,72,Yes,5,5,47.7
1,87,No,5,0,53.82
1,55,Yes,5,3,21.06
1,98,Yes,4,6,66.47
8,49,Yes,6,3,34.78
8,72,Yes,4,8,64.23
2,75,No,4,9,47.63
7,42,No,4,4,26.95
8,44,No,5,8,33.12
8,51,Yes,9,0,34.91
7,96,Yes,6,3,82.35
5,83,No,9,6,64.53
1,52,No,9,1,14.74
9,63,No,4,8,55.91
7,83,Yes,6,2,68.41
2,96,No,9,3,68.43
6,71,Yes,7,3,55.08
2,55,No,4,7,25.22
1,71,Yes,4,1,31.72
7,84,Yes,4,4,67.66
2,76,No,7,1,42.69
2,95,Yes,7,5,67.55
5,75,Yes,5,8,56.33
5,60,No,8,8,41.3
7,86,No,6,0,71.01
1,51,No,8,3,13.64
8,90,Yes,4,3,77.79
3,60,Yes,9,0,27.69
4,99,No,4,9,78.77
9,90,No,9,1,82.73
4,60,Yes,5,5,33.87
5,82,No,8,9,64.96
7,92,No,4,2,76.15
4,45,Yes,8,8,23.55
1,48,Yes,5,2,9.02
9,40,No,8,2,30.39
4,51,Yes,9,8,28.34
9,97,Yes,6,2,89.72
6,53,No,5,5,36.32
1,45,No,8,5,12.19
3,40,No,4,0,5.58
2,61,Yes,7,6,33.3
9,73,No,7,8,65.71
1,95,Yes,5,8,71.3
9,50,No,7,8,40.42
9,42,Yes,6,1,29.59
8,81,Yes,5,0,70.3
8,45,No,4,5,31.24
1,45,Yes,4,5,9.27
8,59,No,5,3,47.65
3,60,No,7,7,36.04
7,41,Yes,7,4,23.45
1,65,Yes,4,6,35.59
1,70,Yes,6,8,38.63
5,65,No,9,0,45.92
5,95,No,7,8,81.62
8,71,No,6,3,58.11
7,49,No,7,6,32.04
8,62,No,9,3,50.95
6,97,No,5,3,79.58
6,45,Yes,8,3,25.84
2,62,No,4,5,32.41
6,67,No,5,4,50.46
5,88,No,7,1,70.5
3,69,No,9,8,44.17
6,53,Yes,4,5,34.34
8,76,Yes,8,9,67.4
9,94,Yes,8,5,90.57
1,71,No,9,8,38.99
3,88,No,9,0,66.18
3,73,No,7,6,51.15
8,80,Yes,4,2,64.3
1,83,No,7,3,49.56
5,90,No,8,0,71.04
3,61,Yes,5,2,32.14
2,70,Yes,5,6,41.42
8,46,No,6,5,33.37
3,80,Yes,8,0,54.59
7,60,No,8,8,52.81
1,55,No,7,3,17.52
6,59,Yes,6,6,41.78
3,82,No,9,3,53.18
8,83,Yes,6,6,74.86
6,86,Yes,4,4,73.13
2,89,No,7,0,59.51
6,58,Yes,9,3,42.18
7,87,No,9,2,74.77
5,71,No,5,5,48.99
3,54,Yes,4,5,22.21
4,44,Yes,6,0,18.19
4,50,Yes,5,1,20.88
6,54,No,8,1,33.14
1,68,No,7,9,34.46
4,89,No,6,3,64.97
4,84,No,8,8,65.87
1,43,No,9,1,7.07
9,88,No,6,7,87.32
4,75,No,5,0,47.64
7,87,Yes,4,7,75.72
3,62,No,5,2,35.51
3,54,No,7,4,28.43
8,85,Yes,7,0,70.23
8,83,No,6,0,73.2
1,42,No,5,5,2.54
2,71,Yes,4,2,40.06
8,49,No,9,7,40.82
1,79,Yes,7,3,47.47
8,77,No,4,5,65.19
8,61,No,8,9,52.39
2,53,Yes,6,8,19.18
4,56,Yes,4,7,32.69
6,60,No,6,3,40.65
9,90,No,8,9,91.82
8,87,Yes,4,7,78.48
8,54,No,4,6,40.18
7,97,Yes,9,4,86.31
9,54,Yes,8,6,45.27
2,40,Yes,5,6,7.24
3,63,No,4,9,35.64
8,94,No,9,1,85.83
6,94,No,4,6,80.17
9,51,Yes,9,2,38.2
4,49,No,7,7,25.86
8,85,Yes,5,7,79.83
3,81,Yes,4,8,59.91
3,81,No,8,3,53.21
8,91,No,6,9,88.38
5,70,Yes,8,2,48.22
3,50,No,5,8,23.37
1,93,Yes,7,8,65.42
3,55,No,7,1,22.13
9,48,Yes,7,5,37.51
5,86,No,9,2,69.76
2,53,Yes,8,4,25.49
7,58,No,6,1,41.51
2,70,Yes,6,3,39.21
4,48,Yes,9,2,26.42
7,75,Yes,4,1,60.47
4,92,Yes,9,5,73.03
7,78,Yes,6,2,59.12
7,93,Yes,6,3,82.59
1,65,No,4,5,33.65
6,47,Yes,8,4,29.49
9,63,Yes,8,3,50.67
2,47,No,5,3,13.66
3,58,No,8,1,33.36
5,86,Yes,7,9,71.32
9,87,No,7,3,84.59
4,69,No,5,7,48.23
1,97,Yes,6,4,67.26
4,61,Yes,5,9,42.94
6,94,No,4,9,80.16
5,48,No,5,7,23.91
1,97,No,5,5,64.15
4,97,No,9,9,81.65
6,83,No,7,4,68.23
4,87,No,4,3,61.63
9,43,Yes,9,9,40.34
5,76,No,4,8,57.95
8,47,Yes,5,9,38.69
9,40,Yes,9,4,29.2
5,67,No,9,9,50.77
6,45,Yes,4,5,21.11
1,86,No,4,6,54.25
7,75,Yes,8,0,60.16
4,92,No,4,8,71.09
2,50,Yes,9,7,21.98
5,44,No,6,4,21.04
3,89,Yes,4,2,60.86
6,63,No,7,4,44.58
8,86,Yes,8,4,76.27
7,57,Yes,7,8,43.06
3,59,Yes,7,6,36.09
8,67,No,6,1,49.96
2,52,No,8,4,22.92
9,44,No,5,8,32.41
4,69,No,9,1,47.71
1,40,No,9,7,8.66
8,61,Yes,4,2,45.87
7,57,No,9,3,44.03
5,85,No,6,1,66.0
5,44,Yes,9,8,26.84
7,70,No,6,5,57.25
5,45,No,5,8,24.52
8,66,No,6,7,59.48
6,95,No,5,8,82.34
5,64,No,5,4,42.35
9,68,No,5,5,61.6
2,67,Yes,6,6,37.89
1,55,No,5,4,22.08
8,93,No,6,0,83.03
3,92,No,8,8,77.52
7,51,Yes,5,1,32.04
8,59,Yes,6,6,49.77
6,57,Yes,6,7,41.77
9,73,Yes,6,7,69.55
7,94,No,4,0,77.86
5,92,Yes,4,9,77.73
8,62,No,5,6,51.02
2,84,No,9,8,61.75
7,66,No,8,2,46.44
4,88,Yes,9,7,69.81
9,56,No,5,7,52.56
1,87,Yes,7,8,62.93
7,60,No,7,7,47.82
6,89,Yes,8,4,76.25
8,79,Yes,8,4,71.28
5,70,No,8,2,50.21
